event,player,group,threshold,BetMGM,BetRivers,Bovada,DraftKings,ESPNBET,FanDuel,Fanatics,HardRockBet,best_book,best_odds,best_decimal,avg_other,value_ratio
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,5,-1000.0,,-725.0,-544.0,,,-700.0,-800.0,DraftKings,-544.0,1.1838235294117647,1.1264470443349754,1.0509358032988252
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Points,25,-160.0,-150.0,-180.0,-136.0,,-150.0,-145.0,-135.0,HardRockBet,-135.0,1.7407407407407407,1.6564730298249568,1.0508717675437727
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,15,-750.0,,,-448.0,,,-630.0,-500.0,DraftKings,-448.0,1.2232142857142858,1.164021164021164,1.0508522727272729
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Steals,2,,-245.0,,-294.0,,,,,BetRivers,-245.0,1.4081632653061225,1.3401360544217686,1.050761421319797
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,15,-325.0,-245.0,-280.0,-302.0,,-265.0,-325.0,-275.0,BetRivers,-245.0,1.4081632653061225,1.340774692424074,1.0502609224822197
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Threes,4,270.0,245.0,260.0,282.0,,280.0,,,DraftKings,282.0,3.82,3.6375,1.0501718213058417
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Rebounds,5,,,-165.0,-166.0,,,-145.0,-140.0,HardRockBet,-140.0,1.7142857142857144,1.6327084723428722,1.0499643649339199
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Assists,6,,-124.0,,-110.0,,-120.0,-115.0,-130.0,DraftKings,-110.0,1.9090909090909092,1.819645233214658,1.0491555574919584
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Assists,3,-325.0,,-440.0,-366.0,,,-425.0,-400.0,BetMGM,-325.0,1.3076923076923077,1.2464477221589083,1.049135302222961
Toronto Raptors @ Cleveland Cavaliers,Collin Murray-Boyles,Rebounds,5,115.0,,105.0,105.0,,,105.0,,BetMGM,115.0,2.15,2.05,1.048780487804878
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Rebounds,3,,,-7000.0,-980.0,,,-1300.0,-1600.0,DraftKings,-980.0,1.1020408163265305,1.0512362637362636,1.0483283866270932
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Points,10,-140.0,-107.0,100.0,-113.0,-105.0,-104.0,100.0,,Bovada,100.0,2.0,1.9079567199449758,1.048241807108538
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Rebounds,7,135.0,,120.0,145.0,,,135.0,145.0,DraftKings,145.0,2.45,2.3375000000000004,1.0481283422459893
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Rebounds,4,,-480.0,,-579.0,-500.0,-400.0,-525.0,,FanDuel,-400.0,1.25,1.1928802738712065,1.0478838718184391
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Points,10,-900.0,-500.0,-900.0,-494.0,,-650.0,-700.0,-600.0,DraftKings,-494.0,1.2024291497975708,1.1475986975986976,1.0477784196806808
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Threes,2,-350.0,-215.0,-230.0,-216.0,,-225.0,,-275.0,BetRivers,-215.0,1.4651162790697674,1.3983081330907416,1.0477778426643036
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Rebounds,7,,,360.0,361.0,,,320.0,,DraftKings,361.0,4.609999999999999,4.4,1.0477272727272726
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,6,,-286.0,,-333.0,-350.0,-330.0,-350.0,-375.0,BetRivers,-286.0,1.3496503496503496,1.2882851682851681,1.0476332281670715
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Assists,4,,,,950.0,,,,1000.0,HardRockBet,1000.0,11.0,10.5,1.0476190476190477
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Threes,5,,,2000.0,2100.0,,,,2000.0,DraftKings,2100.0,22.0,21.0,1.0476190476190477
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Assists,5,140.0,,140.0,154.0,,,150.0,140.0,DraftKings,154.0,2.54,2.425,1.0474226804123712
Atlanta Hawks @ Utah Jazz,Ace Bailey,Rebounds,6,,116.0,,121.0,,122.0,120.0,130.0,HardRockBet,130.0,2.3,2.1975,1.0466439135381116
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Points,10,-125.0,-110.0,-115.0,-101.0,,-108.0,-105.0,-105.0,DraftKings,-101.0,1.99009900990099,1.9015573261950074,1.0465627212423585
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Double-Double,Yes,,,,115.0,,,115.0,125.0,HardRockBet,125.0,2.25,2.15,1.0465116279069768
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Threes,1,,-315.0,-430.0,-365.0,,-370.0,,,BetRivers,-315.0,1.3174603174603174,1.2589336708482932,1.0464890629008181
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Assists,3,-525.0,,-400.0,-316.0,,,-350.0,-325.0,DraftKings,-316.0,1.3164556962025316,1.258470695970696,1.046075765146927
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Assists,6,,-129.0,,-116.0,,-125.0,-115.0,-140.0,Fanatics,-115.0,1.8695652173913042,1.787887119563142,1.0456841469097442
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Points,15,-295.0,-200.0,-250.0,-219.0,-215.0,-215.0,-240.0,-200.0,BetRivers,-200.0,1.5,1.4346433257456954,1.045556043848274
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Double-Double,Yes,,,120.0,130.0,,115.0,115.0,130.0,DraftKings,130.0,2.3,2.2,1.0454545454545452
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Rebounds,6,,-132.0,,-123.0,-120.0,-111.0,-115.0,,FanDuel,-111.0,1.900900900900901,1.8183706095954242,1.0453869474517294
Atlanta Hawks @ Utah Jazz,Ace Bailey,Rebounds,8,,,,395.0,,390.0,350.0,400.0,HardRockBet,400.0,5.0,4.783333333333334,1.0452961672473866
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,5,-1600.0,,-3500.0,-2800.0,,,-1000.0,-1200.0,Fanatics,-1000.0,1.1,1.0525297619047618,1.0451010886469676
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Points,10,-2000.0,,-3500.0,-940.0,-2000.0,-1100.0,-1100.0,-850.0,HardRockBet,-850.0,1.1176470588235294,1.0694620981855023,1.0450553233441184
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Steals,1,,-245.0,,-299.0,-285.0,-280.0,,,BetRivers,-245.0,1.4081632653061225,1.347489403553477,1.0450273386882611
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Blocks,1,,-295.0,,-361.0,,-350.0,,,BetRivers,-295.0,1.3389830508474576,1.2813612979817965,1.0449691690832383
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Points,15,-625.0,-375.0,-600.0,-437.0,,-430.0,-425.0,-400.0,BetRivers,-375.0,1.2666666666666666,1.2122253126322815,1.044910260054023
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,15,,,-20000.0,-1300.0,-3000.0,-2200.0,-2500.0,,DraftKings,-1300.0,1.0769230769230769,1.0309469696969695,1.0445959962806053
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Assists,4,,-152.0,,-131.0,,-132.0,-140.0,-125.0,HardRockBet,-125.0,1.8,1.723278746832383,1.044520512603455
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,6,,120.0,,135.0,,130.0,125.0,125.0,DraftKings,135.0,2.35,2.25,1.0444444444444445
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Points,10,-550.0,-400.0,-600.0,-408.0,,-480.0,-525.0,-525.0,BetRivers,-400.0,1.25,1.1971447669977082,1.0441510788497588
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Assists,3,,,-5000.0,-1120.0,,,-1500.0,,DraftKings,-1120.0,1.0892857142857142,1.0433333333333334,1.0440438156093106
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,6,,-275.0,,-286.0,,-310.0,-350.0,-375.0,BetRivers,-275.0,1.3636363636363638,1.306152986798148,1.0440096814226396
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Points,20,100.0,-108.0,-115.0,-107.0,,-106.0,-115.0,-105.0,BetMGM,100.0,2.0,1.9159021631261532,1.0438946405993015
Atlanta Hawks @ Utah Jazz,Keyonte George,Assists,5,-600.0,,-390.0,-355.0,,,-375.0,-450.0,DraftKings,-355.0,1.2816901408450705,1.227991452991453,1.0437288775282634
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Assists,4,,125.0,,139.0,135.0,144.0,130.0,140.0,FanDuel,144.0,2.44,2.338,1.0436270316509837
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Double-Double,Yes,230.0,,230.0,219.0,,230.0,240.0,220.0,Fanatics,240.0,3.4,3.258,1.043585021485574
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Points,10,115.0,123.0,125.0,136.0,130.0,134.0,130.0,,DraftKings,136.0,2.3600000000000003,2.2616666666666667,1.0434782608695654
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,8,,114.0,,114.0,120.0,126.0,115.0,120.0,FanDuel,126.0,2.26,2.1659999999999995,1.043397968605725
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Assists,5,-325.0,,-300.0,-249.0,,,-250.0,-300.0,DraftKings,-249.0,1.4016064257028114,1.3435897435897435,1.0431803550078178
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,8,,-155.0,,-182.0,,-172.0,-175.0,-165.0,BetRivers,-155.0,1.6451612903225805,1.577083768944234,1.043166712332548
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Rebounds,10,-200.0,-210.0,-245.0,-229.0,,-235.0,-225.0,,BetMGM,-200.0,1.5,1.438202264708417,1.0429687372965666
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,6,,-137.0,,-165.0,,-140.0,-145.0,-160.0,BetRivers,-137.0,1.72992700729927,1.6587503731900284,1.0429097923712043
Indiana Pacers @ Phoenix Suns,Jarace Walker,Threes,2,115.0,106.0,105.0,103.0,105.0,112.0,,,BetMGM,115.0,2.15,2.062,1.0426770126091174
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Points,10,-105.0,100.0,105.0,-106.0,,104.0,-105.0,-110.0,Bovada,105.0,2.05,1.9662081733779846,1.042615948685667
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Assists,5,-700.0,,-850.0,-650.0,,,-650.0,-525.0,HardRockBet,-525.0,1.1904761904761905,1.142049127343245,1.0424036602047073
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Rebounds,4,,-480.0,,-428.0,,-620.0,-525.0,-575.0,DraftKings,-428.0,1.233644859813084,1.1835032224671074,1.0423671320822028
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Points,10,-625.0,-360.0,-550.0,-370.0,,-410.0,-400.0,-400.0,BetRivers,-360.0,1.2777777777777777,1.2259984818521403,1.042234388290117
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Points,20,150.0,135.0,155.0,150.0,,148.0,140.0,145.0,Bovada,155.0,2.55,2.4466666666666668,1.042234332425068
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,25,-140.0,-122.0,-135.0,-130.0,-130.0,-130.0,-130.0,-145.0,BetRivers,-122.0,1.819672131147541,1.745943529194761,1.0422285146798442
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Rebounds,10,-115.0,-115.0,-125.0,-136.0,,-113.0,-130.0,,FanDuel,-113.0,1.8849557522123894,1.8087310643320873,1.0421426321377687
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,5,-375.0,,-360.0,-285.0,,,-325.0,-300.0,DraftKings,-285.0,1.3508771929824561,1.2963675213675212,1.0420480077728524
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Rebounds,3,-1000.0,,-750.0,-528.0,,,-630.0,-575.0,DraftKings,-528.0,1.1893939393939394,1.141494133885438,1.041962375527467
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,3,-600.0,,-575.0,-559.0,,,-450.0,,Fanatics,-450.0,1.2222222222222223,1.173156862236741,1.0418233584654086
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Assists,5,280.0,,290.0,296.0,,,270.0,300.0,HardRockBet,300.0,4.0,3.84,1.0416666666666667
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,8,,,,566.0,600.0,600.0,550.0,,ESPNBET,600.0,7.0,6.72,1.0416666666666667
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Threes,2,-500.0,-385.0,-550.0,-424.0,-475.0,-460.0,,-475.0,BetRivers,-385.0,1.2597402597402598,1.2093518623914548,1.041665621822555
Atlanta Hawks @ Utah Jazz,Ace Bailey,Threes,1,,,,-357.0,,,,-300.0,HardRockBet,-300.0,1.3333333333333333,1.280112044817927,1.0415754923413567
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,8,,175.0,,202.0,,200.0,190.0,195.0,DraftKings,202.0,3.02,2.9000000000000004,1.0413793103448274
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Threes,1,,,-4000.0,-1020.0,,-1600.0,,-1300.0,DraftKings,-1020.0,1.0980392156862746,1.0548076923076923,1.0409852181528947
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Assists,6,,-265.0,,-323.0,-300.0,-310.0,-325.0,-260.0,HardRockBet,-260.0,1.3846153846153846,1.3301124599945564,1.0409761777745103
Indiana Pacers @ Phoenix Suns,Jarace Walker,Rebounds,4,,-165.0,,-184.0,-150.0,-154.0,-165.0,,ESPNBET,-150.0,1.6666666666666665,1.6012375305853563,1.0408616053718098
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Assists,6,,100.0,,-108.0,,100.0,105.0,-105.0,Fanatics,105.0,2.05,1.9695767195767195,1.0408327736736063
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,7,-200.0,,-160.0,-147.0,,,-150.0,-150.0,DraftKings,-147.0,1.6802721088435373,1.614583333333333,1.0406846609611589
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Rebounds,4,,,,,,-170.0,-190.0,,FanDuel,-170.0,1.5882352941176472,1.526315789473684,1.0405679513184587
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Points,10,-1000.0,,-700.0,-650.0,,-530.0,-700.0,-575.0,FanDuel,-530.0,1.1886792452830188,1.14269469660774,1.0402422001360387
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Assists,4,,-480.0,,-432.0,,-560.0,-550.0,-600.0,DraftKings,-432.0,1.2314814814814814,1.1838474025974026,1.0402366713645423
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,6,,-480.0,,-620.0,,-620.0,-700.0,-550.0,BetRivers,-480.0,1.2083333333333333,1.1618139924591537,1.0400402656329817
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,6,,-250.0,,-275.0,-285.0,-290.0,-325.0,-275.0,BetRivers,-250.0,1.4,1.3461339628308775,1.0400153615141274
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Points,10,,,,-1520.0,,-4000.0,,,DraftKings,-1520.0,1.0657894736842106,1.025,1.0397946084724008
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Threes,3,-350.0,-315.0,-410.0,-345.0,,-340.0,,-450.0,BetRivers,-315.0,1.3174603174603174,1.2671623332966981,1.0396934022121398
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Points,15,-185.0,,,-182.0,,,-225.0,-175.0,HardRockBet,-175.0,1.5714285714285714,1.5114785114785114,1.0396631903760363
Indiana Pacers @ Phoenix Suns,Grayson Allen,Threes,2,-1400.0,,-1500.0,-910.0,-1600.0,-1000.0,,-800.0,HardRockBet,-800.0,1.125,1.0820970695970697,1.0396479499005626
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Steals,2,,215.0,,203.0,,,,,BetRivers,215.0,3.15,3.03,1.0396039603960396
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Assists,5,-185.0,,-165.0,-151.0,,,-165.0,-155.0,DraftKings,-151.0,1.6622516556291391,1.5994557607460833,1.0392607888409267
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,20,-165.0,,,-136.0,,,-140.0,-145.0,DraftKings,-136.0,1.7352941176470589,1.6700004975867044,1.0390979644345673
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,3,300.0,290.0,305.0,299.0,,300.0,,260.0,Bovada,305.0,4.05,3.8980000000000006,1.0389943560800408
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Steals,2,,123.0,,128.0,,116.0,,,DraftKings,128.0,2.2800000000000002,2.1950000000000003,1.0387243735763099
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,5,-450.0,,-350.0,-333.0,,,-400.0,-400.0,DraftKings,-333.0,1.3003003003003002,1.251984126984127,1.0385916820148198
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Threes,2,-295.0,-265.0,-300.0,-253.0,,-265.0,,-240.0,HardRockBet,-240.0,1.4166666666666667,1.3644580564617828,1.0382632576777535
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,5,-375.0,,-290.0,-323.0,,,-275.0,-300.0,Fanatics,-275.0,1.3636363636363638,1.3136062773566777,1.0380860590742302
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Points,15,-150.0,-121.0,-125.0,-115.0,,-118.0,-125.0,-115.0,DraftKings,-115.0,1.8695652173913042,1.8016892986947253,1.0376734871799222
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Rebounds,4,,-335.0,,-359.0,,-390.0,-325.0,-300.0,HardRockBet,-300.0,1.3333333333333333,1.2852903897056394,1.0373790576919328
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Assists,3,,,-20000.0,-1300.0,,,-1400.0,,DraftKings,-1300.0,1.0769230769230769,1.0382142857142855,1.0372840094202325
Indiana Pacers @ Phoenix Suns,Devin Booker,Steals,1,,-180.0,,-163.0,,,,,DraftKings,-163.0,1.6134969325153374,1.5555555555555556,1.037248028045574
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,8,,-162.0,,-182.0,,-174.0,-190.0,-160.0,HardRockBet,-160.0,1.625,1.5669407333049195,1.0370526245575509
Indiana Pacers @ Phoenix Suns,Devin Booker,Rebounds,3,-650.0,,-420.0,-411.0,,,-450.0,-550.0,DraftKings,-411.0,1.24330900243309,1.198995448995449,1.0369589004485114
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,2,-105.0,104.0,100.0,100.0,,102.0,,-115.0,BetRivers,104.0,2.04,1.9683892339544513,1.036380389005524
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Points,15,100.0,-108.0,-120.0,101.0,,-108.0,100.0,-105.0,DraftKings,101.0,2.01,1.939594356261023,1.0362991588997499
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Points,30,130.0,123.0,125.0,134.0,,132.0,130.0,115.0,DraftKings,134.0,2.34,2.2583333333333333,1.0361623616236162
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Rebounds,5,105.0,,115.0,,,,110.0,,Bovada,115.0,2.15,2.075,1.0361445783132528
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Threes,1,-2000.0,,-4000.0,-1200.0,,-1600.0,,,DraftKings,-1200.0,1.0833333333333333,1.0458333333333334,1.0358565737051793
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,5,-1000.0,,-650.0,-551.0,,,-700.0,-600.0,DraftKings,-551.0,1.1814882032667877,1.1408424908424908,1.0356278037946156
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Steals,1,,-200.0,,-223.0,,,,,BetRivers,-200.0,1.5,1.4484304932735426,1.0356037151702786
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Rebounds,3,,,-2500.0,-2500.0,,,-1300.0,,Fanatics,-1300.0,1.0769230769230769,1.04,1.0355029585798816
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Rebounds,3,-275.0,,-185.0,-187.0,,,-190.0,-190.0,Bovada,-185.0,1.5405405405405406,1.4877568252181255,1.0354787250360464
Indiana Pacers @ Phoenix Suns,Jarace Walker,Rebounds,3,-625.0,,-420.0,-446.0,,,-400.0,,Fanatics,-400.0,1.25,1.2074368282440033,1.0352508477134137
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Rebounds,6,,-125.0,,-118.0,,-130.0,-125.0,-130.0,DraftKings,-118.0,1.847457627118644,1.7846153846153845,1.0352133255406195
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Rebounds,4,,-175.0,,-204.0,-200.0,-180.0,-190.0,,BetRivers,-175.0,1.5714285714285714,1.518016855865153,1.0351851926788902
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Rebounds,7,-1600.0,,-3500.0,-1440.0,,,-1000.0,-1100.0,Fanatics,-1000.0,1.1,1.062856240981241,1.0349471147522902
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Blocks,1,,-167.0,,-194.0,,-174.0,,,BetRivers,-167.0,1.5988023952095807,1.545088280601967,1.0347644307978872
Indiana Pacers @ Phoenix Suns,Grayson Allen,Threes,4,-135.0,-114.0,-120.0,-121.0,-120.0,-113.0,,,FanDuel,-113.0,1.8849557522123894,1.8222093341710568,1.0344342534442545
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Threes,1,-750.0,,-1400.0,-870.0,,-950.0,,-1100.0,BetMGM,-750.0,1.1333333333333333,1.0956358372420079,1.0344069578686104
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,6,,,,-630.0,,,-900.0,-575.0,HardRockBet,-575.0,1.1739130434782608,1.1349206349206349,1.0343569474004255
Atlanta Hawks @ Utah Jazz,Keyonte George,Threes,2,-200.0,-205.0,-210.0,-200.0,,-194.0,,-275.0,FanDuel,-194.0,1.5154639175257731,1.465526343575124,1.0340748388246828
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Rebounds,4,,-286.0,,-306.0,,-310.0,-350.0,-350.0,BetRivers,-286.0,1.3496503496503496,1.3052016505526942,1.0340550435856661
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Assists,5,-190.0,,-210.0,-209.0,,,-210.0,-210.0,BetMGM,-190.0,1.526315789473684,1.47676008202324,1.0335570469798656
Indiana Pacers @ Phoenix Suns,Jarace Walker,Points,10,-105.0,-112.0,-120.0,-118.0,-110.0,-111.0,-105.0,,BetMGM,-105.0,1.9523809523809523,1.8893368109469806,1.0333683973491061
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Threes,1,,,-1900.0,-970.0,,-1200.0,,-1500.0,DraftKings,-970.0,1.1030927835051547,1.067543859649123,1.0332997314674415
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,6,,-175.0,,-169.0,,-186.0,-190.0,-190.0,DraftKings,-169.0,1.5917159763313609,1.5404236397445226,1.0332975522209884
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Assists,3,-1400.0,,-1500.0,-830.0,,,-1000.0,-1000.0,DraftKings,-830.0,1.1204819277108433,1.0845238095238097,1.0331556742888126
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Assists,6,,120.0,,128.0,125.0,132.0,125.0,125.0,FanDuel,132.0,2.3200000000000003,2.246,1.0329474621549422
Indiana Pacers @ Phoenix Suns,Devin Booker,Points,20,-1600.0,,-1200.0,-920.0,-1100.0,-770.0,-1000.0,-850.0,FanDuel,-770.0,1.12987012987013,1.0938475225399777,1.0329320189403597
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Steals,2,,138.0,,151.0,,148.0,,,DraftKings,151.0,2.51,2.4299999999999997,1.0329218106995885
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,4,,-182.0,,-220.0,-210.0,-184.0,-190.0,,BetRivers,-182.0,1.5494505494505495,1.500132495269795,1.032875798861943
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Points,10,-1400.0,,-1900.0,-890.0,,-1100.0,-1200.0,-850.0,HardRockBet,-850.0,1.1176470588235294,1.0821324250360322,1.0328191198838854
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Points,15,-140.0,-134.0,-160.0,-140.0,,-146.0,-150.0,-135.0,BetRivers,-134.0,1.7462686567164178,1.6909850571380252,1.0326931331208566
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Assists,7,115.0,,110.0,122.0,,,120.0,115.0,DraftKings,122.0,2.2199999999999998,2.15,1.0325581395348837
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Points,10,-155.0,-152.0,-185.0,-168.0,-160.0,-162.0,-175.0,-155.0,BetRivers,-152.0,1.6578947368421053,1.6056876769242359,1.0325138323399694
Indiana Pacers @ Phoenix Suns,Jarace Walker,Double-Double,Yes,,,3000.0,3100.0,,,,,DraftKings,3100.0,32.0,31.0,1.032258064516129
Indiana Pacers @ Phoenix Suns,Grayson Allen,Rebounds,8,,,,,1400.0,1500.0,,1500.0,FanDuel,1500.0,16.0,15.5,1.032258064516129
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Assists,4,,-480.0,,-700.0,,-560.0,-525.0,,BetRivers,-480.0,1.2083333333333333,1.1706349206349207,1.0322033898305083
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Assists,4,,-129.0,,-127.0,,-132.0,-130.0,-160.0,DraftKings,-127.0,1.7874015748031495,1.7317500813140347,1.032135984337236
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,4,,,,-720.0,,-1000.0,-900.0,-1000.0,DraftKings,-720.0,1.1388888888888888,1.1037037037037039,1.0318791946308723
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Threes,1,-1100.0,,-1200.0,-720.0,,-850.0,,-700.0,HardRockBet,-700.0,1.1428571428571428,1.1076945929887105,1.031743903139907
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Double-Double,Yes,,,250.0,264.0,,270.0,270.0,275.0,HardRockBet,275.0,3.75,3.635,1.031636863823934
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Assists,3,-400.0,,-400.0,-335.0,,,-350.0,-400.0,DraftKings,-335.0,1.2985074626865671,1.2589285714285714,1.0314385519212448
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Threes,1,-525.0,-455.0,-550.0,-421.0,,-460.0,,-525.0,DraftKings,-421.0,1.2375296912114013,1.1999884173797217,1.0312846968253695
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Points,15,-235.0,-200.0,-215.0,-204.0,,-220.0,-240.0,-210.0,BetRivers,-200.0,1.5,1.4547078116328926,1.0311349042088853
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,5,100.0,,105.0,106.0,,,110.0,,Fanatics,110.0,2.1,2.0366666666666666,1.0310965630114568
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Steals,3,,,,539.0,,520.0,,,DraftKings,539.0,6.39,6.2,1.0306451612903225
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Threes,2,-1400.0,,-3500.0,-1100.0,,-1400.0,,-1600.0,DraftKings,-1100.0,1.0909090909090908,1.0584821428571427,1.0306353283999847
